ax,ay,az,gx,gy,gz,label
-0.27,0.98,-0.17,1.74,1.93,0.25,good
-0.26,0.96,-0.18,1.21,2.47,0.18,good
-0.25,0.97,-0.18,-0.03,1.84,0.11,good
-0.27,0.96,-0.16,4.77,3.04,2.21,good
-0.26,0.97,-0.19,1.93,3.78,0.93,good
-0.24,0.98,-0.19,5.24,3.63,1.92,good
-0.26,0.97,-0.2,6.13,5.86,1.36,good
-0.24,0.99,-0.23,8.82,6.79,-0.2,good
-0.25,0.96,-0.25,-2.08,0.4,0.23,good
-0.23,0.98,-0.24,0.47,3.21,-0.68,good
-0.25,0.96,-0.24,1.04,2.2,0.21,good
-0.25,0.96,-0.24,2.3,1.89,0.7,good
-0.24,0.96,-0.24,0.51,0.6,0.64,good
-0.23,0.96,-0.23,0.76,0.74,-0.38,good
-0.23,0.96,-0.24,-1.15,-1.26,0.34,good
-0.23,0.96,-0.22,1.07,0.42,-0.27,good
-0.23,0.98,-0.22,1.68,1.53,-0.57,good
-0.25,0.97,-0.2,2.17,4.0,0.26,good
-0.25,0.98,-0.23,2.41,0.77,0.72,good
-0.27,0.95,-0.19,0.99,2.25,1.34,good
-0.27,0.97,-0.22,2.84,2.26,0.57,good
-0.27,0.97,-0.24,-1.75,0.55,0.78,good
-0.26,0.96,-0.22,0.6,-0.21,0.53,good
-0.25,0.98,-0.23,0.37,1.19,-0.36,good
-0.24,0.97,-0.22,-3.41,2.79,-0.85,good
-0.25,0.96,-0.2,6.76,1.57,1.89,good
-0.25,0.96,-0.23,1.11,2.21,0.21,good
-0.26,0.99,-0.23,0.95,1.08,-2.4,good
-0.25,0.98,-0.22,4.35,4.5,0.15,good
-0.26,0.98,-0.22,6.37,6.56,1.47,good
-0.25,0.98,-0.25,6.39,5.08,2.66,good
-0.24,0.97,-0.3,16.05,12.58,5.39,good
-0.2,1.0,-0.38,4.98,5.74,2.89,good
-0.21,0.97,-0.36,3.68,7.22,2.24,good
-0.21,0.96,-0.36,1.16,3.78,1.49,good
-0.19,0.96,-0.37,1.33,2.97,0.3,good
-0.19,0.97,-0.36,-0.31,3.37,-0.19,good
-0.19,0.97,-0.38,-1.52,-1.11,-1.41,good
-0.19,0.95,-0.36,-4.29,-9.97,-3.0,good
-0.23,0.96,-0.29,-9.66,-10.08,-3.09,good
-0.26,0.95,-0.27,-5.53,-5.66,-2.59,good
-0.23,0.94,-0.26,-2.22,-1.49,-2.27,good
-0.25,0.95,-0.23,-3.64,0.93,-1.15,good
-0.27,0.96,-0.19,-3.83,-2.47,-2.6,good
-0.26,0.96,-0.15,-4.18,1.53,-1.41,good
-0.28,0.97,-0.15,3.55,3.79,0.6,good
-0.27,0.97,-0.15,5.66,4.19,1.89,good
-0.27,0.98,-0.2,11.42,7.31,3.71,good
-0.26,0.97,-0.23,3.04,1.78,1.81,good
-0.23,0.96,-0.24,2.12,1.77,1.08,good
-0.23,0.97,-0.24,3.92,2.47,1.25,good
-0.23,1.0,-0.25,-0.99,3.94,0.29,good
-0.24,0.98,-0.22,9.77,4.22,1.37,good
-0.23,0.97,-0.28,7.44,3.27,1.21,good
-0.23,0.97,-0.29,3.26,1.6,-0.4,good
-0.22,0.95,-0.3,1.66,1.75,0.34,good
-0.23,0.96,-0.3,1.02,2.66,0.25,good
-0.25,0.95,-0.29,-2.08,0.28,-0.15,good
-0.23,0.97,-0.29,4.58,-0.34,0.14,good
-0.24,0.98,-0.25,-0.12,7.47,-1.17,good
-0.23,0.97,-0.27,8.08,4.32,1.42,good
-0.24,0.96,-0.35,8.22,7.73,2.9,good
-0.2,0.97,-0.35,7.31,11.67,3.61,good
-0.19,0.95,-0.38,4.73,4.22,1.98,good
-0.19,0.97,-0.4,0.82,0.18,0.06,good
-0.2,0.97,-0.37,-3.37,-3.14,-1.37,good
-0.2,0.98,-0.33,-3.25,-4.23,-1.73,good
-0.2,0.96,-0.31,-6.21,-7.31,-3.23,good
-0.25,0.98,-0.27,-6.5,-4.34,-3.91,good
-0.24,0.95,-0.25,-1.69,-0.34,-1.08,good
-0.23,0.98,-0.25,2.6,0.05,-1.2,good
-0.26,0.99,-0.25,-2.44,1.81,-1.82,good
-0.26,0.96,-0.23,3.17,2.15,1.15,good
-0.25,0.97,-0.27,2.17,0.62,1.98,good
-0.25,1.0,-0.28,-4.72,-0.48,-1.89,good
-0.25,0.95,-0.21,-0.15,-0.07,0.79,good
-0.24,0.94,-0.21,2.97,1.65,1.31,good
-0.24,0.95,-0.24,6.56,1.37,0.67,good
-0.24,0.95,-0.25,3.98,1.47,0.81,good
-0.24,0.96,-0.25,4.71,3.0,1.5,good
-0.25,0.97,-0.25,0.85,3.09,0.89,good
-0.25,0.97,-0.25,2.78,4.18,0.39,good
-0.24,0.97,-0.26,4.56,3.1,-0.54,good
-0.26,0.96,-0.28,-0.95,1.3,0.05,good
-0.24,0.98,-0.27,0.78,2.33,0.36,good
-0.24,0.98,-0.27,3.9,3.78,1.54,good
-0.23,0.97,-0.29,2.17,5.83,-0.99,good
-0.24,0.96,-0.3,3.23,0.31,0.49,good
-0.23,0.96,-0.31,1.72,1.06,-0.43,good
-0.23,0.96,-0.31,-4.66,-2.44,-1.34,good
-0.25,0.94,-0.25,-2.87,-0.4,-1.28,good
-0.23,0.95,-0.27,1.83,-0.91,0.56,good
-0.24,0.93,-0.26,-4.82,-4.27,-0.96,good
-0.24,0.96,-0.22,2.42,-0.76,-1.64,good
-0.28,0.97,-0.24,-0.05,1.24,-1.99,good
-0.26,0.97,-0.21,0.28,1.92,-0.22,good
-0.27,0.97,-0.2,3.44,2.69,1.74,good
-0.26,0.98,-0.24,6.61,4.98,2.05,good
-0.26,0.98,-0.25,0.07,4.83,0.65,good
-0.25,0.97,-0.24,7.17,7.04,3.82,good
-0.23,0.99,-0.31,2.93,9.16,0.05,good
-0.23,0.97,-0.31,4.73,2.78,2.24,good
-0.22,0.97,-0.32,0.02,0.83,-0.44,good
-0.23,0.97,-0.3,-6.0,-3.27,-2.34,good
-0.24,0.95,-0.24,-0.8,-2.66,-1.27,good
-0.26,0.97,-0.24,-2.21,-1.41,0.95,good
-0.26,0.98,-0.17,-2.02,-1.99,-1.27,good
-0.27,0.98,-0.16,-0.04,0.19,-0.46,good
-0.27,0.96,-0.18,1.7,2.5,1.08,good
-0.29,0.98,-0.2,3.57,0.21,1.92,good
-0.26,0.99,-0.23,1.88,2.08,0.53,good
-0.25,0.97,-0.2,2.22,3.27,0.08,good
-0.26,0.96,-0.22,3.4,2.9,0.34,good
-0.24,0.99,-0.25,8.31,2.51,2.22,good
-0.23,0.96,-0.24,2.94,1.25,0.66,good
-0.23,0.95,-0.27,5.76,3.89,1.52,good
-0.24,1.0,-0.33,4.13,8.29,-0.11,good
-0.25,0.95,-0.27,5.08,2.59,1.51,good
-0.23,0.97,-0.31,5.32,1.99,1.18,good
-0.23,0.97,-0.32,2.66,4.98,-0.73,good
-0.22,0.96,-0.33,8.53,10.01,2.81,good
-0.21,0.96,-0.37,1.56,3.34,1.82,good
-0.21,0.96,-0.35,0.76,0.86,0.82,good
-0.21,0.95,-0.36,-0.3,-0.45,0.06,good
-0.2,0.94,-0.34,-4.76,-9.82,-2.06,good
-0.23,0.96,-0.33,-9.44,-11.26,-2.63,good
-0.24,0.93,-0.26,-3.18,-6.58,-2.26,good
-0.25,0.98,-0.24,-5.21,-0.27,-2.32,good
-0.29,0.99,-0.19,1.33,2.77,0.35,good
-0.27,0.97,-0.21,-5.2,-1.02,0.01,good
-0.27,0.95,-0.21,-3.37,-0.76,-1.77,good
-0.26,0.95,-0.16,0.83,-0.35,0.16,good
-0.26,0.95,-0.18,0.45,0.15,-0.34,good
-0.26,0.98,-0.16,4.48,4.43,0.42,good
-0.27,0.97,-0.17,1.73,3.79,0.0,good
-0.28,0.98,-0.16,2.55,3.05,0.12,good
-0.29,0.97,-0.16,3.73,3.56,0.05,good
-0.28,0.96,-0.19,5.91,5.79,0.8,good
-0.28,0.97,-0.2,-0.41,2.03,0.59,good
-0.25,0.96,-0.19,2.72,2.85,1.24,good
-0.24,0.96,-0.22,4.73,2.56,1.44,good
-0.24,0.96,-0.25,3.6,2.11,0.59,good
-0.25,0.96,-0.24,3.96,2.57,0.79,good
-0.25,0.97,-0.23,5.33,5.97,2.2,good
-0.25,0.99,-0.27,2.28,4.28,1.3,good
-0.24,0.97,-0.26,1.24,2.14,0.63,good
-0.25,0.97,-0.27,2.42,1.28,0.36,good
-0.23,0.96,-0.29,0.94,1.71,0.64,good
-0.24,0.96,-0.26,0.31,-1.89,-0.34,good
-0.25,0.95,-0.25,2.05,1.37,-0.5,good
-0.25,0.97,-0.26,1.2,1.66,0.17,good
-0.24,0.96,-0.27,-3.15,-1.08,-0.63,good
-0.25,0.97,-0.23,-2.33,2.17,-1.17,good
-0.27,0.97,-0.23,0.98,0.89,0.24,good
-0.28,0.97,-0.26,-2.59,1.35,1.89,good
-0.26,0.97,-0.19,-9.47,-1.82,-1.6,good
-0.24,0.94,-0.14,-2.02,-5.43,-2.66,good
-0.27,0.95,-0.17,0.6,3.45,-2.37,good
-0.27,0.97,-0.17,2.59,2.82,0.51,good
-0.27,0.95,-0.15,-2.28,-1.63,-0.5,good
-0.28,0.96,-0.12,-2.54,1.94,-1.08,good
-0.29,0.97,-0.13,-0.67,1.21,0.18,good
-0.28,0.97,-0.14,1.32,1.63,0.86,good
-0.28,0.95,-0.16,6.5,-0.02,1.68,good
-0.25,0.95,-0.23,12.15,6.55,4.27,good
-0.23,0.95,-0.27,4.59,2.08,1.92,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.22,0.96,-0.27,8.63,8.05,2.45,good
-0.21,0.97,-0.34,5.29,1.92,2.89,good
-0.21,0.99,-0.33,1.94,3.27,2.44,good
-0.21,0.97,-0.31,0.57,1.8,-1.04,good
-0.22,0.97,-0.31,2.18,3.28,0.09,good
-0.21,0.96,-0.32,4.41,5.47,1.66,good
-0.2,0.96,-0.33,2.54,4.05,0.45,good
-0.21,0.96,-0.33,0.54,3.57,0.35,good
-0.23,0.97,-0.32,-6.7,-7.33,-2.78,good
-0.22,0.97,-0.26,-12.18,-9.11,-5.66,good
-0.24,0.96,-0.23,-10.36,-7.29,-4.65,good
-0.24,0.94,-0.2,-7.42,-8.82,-2.91,good
-0.26,0.9,-0.12,-5.35,-3.8,-0.48,good
-0.26,0.95,-0.14,4.2,0.05,0.52,good
-0.25,0.96,-0.16,4.83,2.5,2.2,good
-0.26,0.95,-0.16,3.08,2.39,1.57,good
-0.24,0.94,-0.14,3.47,0.61,0.53,good
-0.26,0.95,-0.16,5.02,2.16,-0.6,good
-0.26,0.96,-0.17,4.31,3.4,0.57,good
-0.26,0.96,-0.17,3.33,2.05,0.67,good
-0.26,0.97,-0.18,3.66,2.97,0.9,good
-0.24,0.96,-0.19,8.83,2.43,3.99,good
-0.22,0.96,-0.21,7.28,3.95,4.44,good
-0.24,1.0,-0.22,4.04,4.4,0.74,good
-0.24,0.99,-0.22,-0.55,1.03,-1.24,good
-0.27,0.94,-0.12,-0.11,-2.63,-1.18,good
-0.27,0.96,-0.22,1.61,3.4,-1.15,good
-0.24,0.97,-0.22,2.43,1.44,0.08,good
-0.24,0.97,-0.24,2.03,2.35,0.56,good
-0.25,0.96,-0.22,2.04,1.2,0.51,good
-0.26,0.95,-0.22,11.91,5.86,2.48,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.24,0.94,-0.27,7.0,6.51,1.34,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.22,0.97,-0.32,1.58,1.93,-0.06,good
-0.21,0.96,-0.32,3.44,4.02,1.34,good
-0.21,0.97,-0.34,5.44,8.33,3.17,good
-0.22,0.96,-0.35,2.58,4.08,0.89,good
-0.2,0.97,-0.35,1.89,3.76,0.74,good
-0.19,0.99,-0.37,-2.38,1.79,-1.37,good
-0.2,0.95,-0.3,-7.52,-10.05,-4.11,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
0.0,0.0,0.0,-10.98,-4.72,-3.56,good
-0.28,0.97,-0.17,-1.31,2.0,-0.82,good
-0.26,0.97,-0.18,2.76,0.77,0.11,good
-0.28,0.97,-0.19,1.66,3.4,0.34,good
-0.27,0.96,-0.18,2.68,2.31,0.96,good
-0.25,0.98,-0.17,1.95,1.8,0.56,good
-0.26,0.97,-0.18,2.45,1.56,0.63,good
-0.24,0.97,-0.21,7.69,2.87,2.2,good
-0.23,0.97,-0.25,6.65,3.05,2.79,good
-0.23,0.97,-0.26,4.15,3.57,1.43,good
-0.25,0.97,-0.26,5.78,3.08,1.53,good
-0.22,0.98,-0.27,9.53,7.36,1.79,good
-0.23,0.95,-0.27,0.44,-0.19,-0.15,good
-0.22,0.96,-0.27,2.21,1.16,1.24,good
-0.22,0.96,-0.28,3.78,3.24,1.53,good
-0.22,0.99,-0.3,0.76,0.95,-0.47,good
-0.23,0.97,-0.29,1.23,3.13,0.37,good
-0.23,0.98,-0.29,0.64,0.77,-0.37,good
-0.22,0.98,-0.29,1.18,-2.68,-1.96,good
-0.24,0.96,-0.27,2.29,2.14,-1.43,good
-0.23,0.97,-0.3,2.88,3.56,0.77,good
-0.25,0.95,-0.3,5.37,6.73,1.56,good
-0.2,0.97,-0.31,3.98,3.46,1.08,good
-0.2,0.98,-0.36,0.16,3.84,-0.66,good
-0.22,0.97,-0.28,-4.85,-7.08,-1.56,good
-0.25,0.96,-0.24,-2.72,-2.79,-1.32,good
-0.25,1.0,-0.23,-0.18,-1.07,-1.27,good
-0.28,0.99,-0.17,-6.86,-1.92,-3.5,good
-0.26,0.98,-0.15,1.02,2.82,-0.8,good
-0.27,0.97,-0.16,2.6,2.94,1.37,good
-0.27,0.97,-0.17,2.14,2.38,1.2,good
-0.27,0.98,-0.17,3.19,0.69,0.09,good
-0.26,0.96,-0.19,7.69,4.69,2.95,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.23,0.95,-0.24,7.18,6.75,3.39,good
-0.21,0.97,-0.28,5.03,4.37,1.75,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.24,0.97,-0.3,-1.49,0.29,-0.39,good
-0.23,0.97,-0.29,-1.84,1.98,-0.44,good
-0.23,0.97,-0.3,1.83,0.7,1.05,good
-0.21,0.97,-0.31,1.84,1.56,0.5,good
-0.21,0.98,-0.3,-0.6,1.14,-0.38,good
-0.24,0.95,-0.22,-10.81,1.08,-3.47,good
-0.24,0.93,-0.21,-0.83,-0.9,-0.23,good
-0.22,0.93,-0.23,1.53,0.3,-1.11,good
-0.22,0.95,-0.25,2.4,3.42,3.53,good
-0.23,0.96,-0.23,-2.19,0.84,0.44,good
-0.24,0.96,-0.21,-7.66,-3.35,-1.27,good
-0.21,0.95,-0.18,-0.75,-3.75,-0.66,good
-0.22,0.96,-0.18,2.73,-1.29,-0.31,good
-0.23,0.96,-0.19,5.23,1.95,1.32,good
-0.24,0.98,-0.21,4.22,2.74,0.71,good
-0.25,0.98,-0.21,1.26,3.08,-0.23,good
-0.25,0.98,-0.19,1.04,2.22,-0.97,good
-0.26,0.97,-0.19,0.35,1.89,-0.95,good
-0.26,0.97,-0.18,1.88,1.44,0.45,good
-0.24,0.99,-0.19,12.44,11.29,4.32,good
-0.24,0.98,-0.25,5.17,4.39,2.1,good
-0.23,0.97,-0.26,2.6,2.5,0.74,good
-0.22,0.97,-0.29,8.24,5.44,2.28,good
-0.2,0.98,-0.31,2.54,3.21,0.47,good
-0.22,0.97,-0.29,4.28,5.84,2.09,good
-0.2,0.98,-0.33,4.09,4.8,2.08,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.2,0.98,-0.32,-0.12,0.05,-0.78,good
-0.21,0.99,-0.3,-7.98,-4.1,-4.76,good
-0.23,0.95,-0.23,-11.27,-8.78,-5.93,good
-0.24,0.97,-0.22,-3.43,-0.57,-3.47,good
-0.26,0.94,-0.22,1.86,0.78,0.24,good
-0.24,0.96,-0.23,-0.52,-3.43,0.37,good
-0.26,0.96,-0.19,-2.31,0.76,1.62,good
-0.24,0.98,-0.18,1.15,3.58,0.67,good
-0.25,0.97,-0.19,2.18,1.43,0.06,good
-0.25,0.98,-0.2,3.49,2.41,-0.89,good
-0.26,0.98,-0.2,3.47,3.85,-0.81,good
-0.24,0.98,-0.22,2.92,1.66,-0.34,good
-0.24,0.97,-0.22,1.84,0.78,0.77,good
-0.26,0.97,-0.22,1.29,2.24,0.21,good
-0.24,0.98,-0.2,0.95,1.18,-0.95,good
-0.28,0.98,-0.2,0.59,1.44,0.46,good
-0.26,0.96,-0.2,1.25,2.85,0.33,good
-0.17,0.96,-0.3,18.73,8.15,5.55,good
-0.2,0.96,-0.27,10.22,1.13,4.42,good
-0.23,0.96,-0.3,3.4,3.9,0.05,good
-0.22,0.97,-0.3,4.57,5.31,-0.39,good
-0.24,0.99,-0.31,-0.98,4.83,-0.09,good
-0.23,0.97,-0.26,-3.29,0.35,-1.4,good
-0.24,0.97,-0.26,-0.24,2.09,-0.9,good
-0.24,0.96,-0.26,1.66,2.61,-0.21,good
-0.24,0.97,-0.27,1.07,1.67,-0.08,good
-0.24,0.96,-0.27,-1.63,2.05,0.04,good
-0.24,0.98,-0.28,-0.42,-0.89,-0.37,good
-0.23,1.0,-0.26,-5.34,-5.25,-1.63,good
-0.25,0.98,-0.22,-13.82,-3.6,-4.03,good
-0.26,0.96,-0.17,1.37,0.18,-0.19,good
-0.26,0.97,-0.2,3.53,0.11,-0.4,good
-0.26,0.96,-0.2,1.65,2.76,0.88,good
-0.26,0.98,-0.21,1.97,1.54,0.86,good
-0.26,0.97,-0.21,1.57,2.11,0.69,good
-0.25,0.97,-0.22,2.53,1.61,0.76,good
-0.25,0.96,-0.23,4.31,1.11,0.89,good
-0.24,0.98,-0.23,3.89,2.47,0.95,good
-0.26,0.98,-0.24,1.33,3.5,-0.14,good
-0.25,0.98,-0.22,2.92,4.01,0.44,good
-0.26,0.98,-0.25,1.91,1.5,0.52,good
-0.25,0.96,-0.24,2.42,0.24,0.45,good
-0.26,0.98,-0.27,1.62,-2.65,-1.02,good
-0.25,0.97,-0.25,-0.89,2.6,1.35,good
-0.23,0.98,-0.25,1.79,1.89,1.37,good
-0.23,0.97,-0.24,4.47,6.01,0.56,good
-0.23,0.95,-0.28,7.95,6.5,2.91,good
-0.23,0.96,-0.3,5.29,5.62,2.17,good
-0.22,0.98,-0.32,1.54,0.99,0.21,good
-0.23,0.97,-0.3,-9.26,-6.36,-3.15,good
-0.24,0.95,-0.21,-3.29,-1.44,-1.08,good
-0.25,0.98,-0.23,-2.62,-1.31,-1.09,good
-0.26,0.96,-0.16,-3.63,0.38,0.27,good
-0.26,0.98,-0.18,-0.34,2.45,0.51,good
-0.25,0.96,-0.17,2.18,0.94,0.89,good
-0.24,0.98,-0.21,3.44,1.53,-1.05,good
-0.24,0.96,-0.23,2.19,0.07,-0.4,good
-0.24,0.96,-0.22,3.71,1.56,0.62,good
-0.22,0.98,-0.23,12.24,6.44,2.05,good
-0.24,0.98,-0.27,8.76,6.36,3.7,good
-0.24,0.98,-0.25,1.94,3.08,0.96,good
-0.24,0.98,-0.27,2.35,3.43,1.12,good
-0.22,0.97,-0.29,-0.48,-0.24,-0.26,good
-0.21,0.96,-0.26,2.63,1.52,0.36,good
-0.23,0.97,-0.29,0.96,2.1,0.32,good
-0.22,0.98,-0.28,0.1,1.36,0.16,good
-0.24,0.97,-0.29,-1.53,-1.11,-0.89,good
-0.24,0.94,-0.26,-4.09,-3.36,-2.19,good
-0.26,0.95,-0.24,2.15,2.82,-1.01,good
-0.25,0.99,-0.28,0.45,3.6,0.4,good
-0.26,0.97,-0.23,-5.49,-1.24,-0.34,good
-0.26,0.99,-0.2,-10.5,1.09,-2.29,good
-0.28,0.97,-0.14,-4.7,1.68,-0.75,good
-0.26,0.96,-0.16,0.35,-0.03,0.63,good
-0.26,0.96,-0.18,1.76,2.81,0.92,good
-0.26,0.93,-0.18,4.08,2.11,2.9,good
-0.22,0.98,-0.25,6.17,5.02,0.67,good
-0.25,0.96,-0.24,3.71,-1.2,0.37,good
-0.24,0.94,-0.2,2.44,3.88,1.79,good
-0.22,0.97,-0.29,4.69,4.92,3.76,good
-0.19,0.94,-0.28,6.22,4.95,2.0,good
-0.18,0.98,-0.34,12.11,12.76,3.48,good
-0.2,0.96,-0.33,1.69,-1.61,-0.21,good
-0.2,0.95,-0.32,0.43,-2.25,-0.65,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.2,0.97,-0.32,-4.95,-7.75,-1.14,good
-0.22,0.96,-0.23,-1.84,-2.05,-2.37,good
-0.23,0.99,-0.24,-2.96,-1.88,-1.99,good
-0.29,0.94,-0.12,2.4,-2.86,-0.89,good
-0.24,0.97,-0.23,5.88,5.21,1.93,good
-0.24,0.98,-0.24,2.4,4.21,0.81,good
-0.22,0.98,-0.23,2.11,3.39,0.73,good
-0.25,0.99,-0.26,2.27,2.31,-0.21,good
-0.24,0.99,-0.25,2.05,2.87,-0.15,good
-0.24,0.96,-0.24,7.07,3.92,2.18,good
-0.23,0.99,-0.28,-0.34,7.56,1.44,good
-0.23,0.96,-0.24,1.53,2.24,0.84,good
-0.22,0.95,-0.27,3.4,2.63,0.63,good
-0.23,0.95,-0.27,5.4,2.6,0.68,good
-0.21,0.96,-0.29,2.0,1.1,-0.15,good
-0.22,0.96,-0.28,0.13,1.75,0.17,good
-0.24,0.96,-0.28,0.96,2.73,0.42,good
-0.22,0.96,-0.28,1.81,1.12,0.85,good
-0.22,0.96,-0.29,-3.26,-3.5,-0.47,good
-0.22,0.95,-0.26,-2.24,-1.04,-1.56,good
-0.22,0.98,-0.25,0.72,0.54,-0.32,good
-0.23,0.99,-0.24,-3.51,-3.43,-2.35,good
-0.24,0.97,-0.17,-3.63,-1.27,-1.3,good
-0.26,0.95,-0.18,0.59,3.72,-0.51,good
-0.27,0.97,-0.16,1.34,2.76,-0.32,good
-0.27,0.98,-0.17,3.27,3.02,0.63,good
-0.28,0.97,-0.17,3.92,4.68,1.07,good
-0.26,0.98,-0.19,1.72,2.67,0.12,good
-0.27,0.97,-0.19,1.17,0.55,0.5,good
-0.25,0.98,-0.2,0.86,1.27,1.02,good
-0.23,0.96,-0.23,2.64,2.08,1.67,good
-0.23,0.96,-0.24,3.5,2.05,1.85,good
-0.21,0.96,-0.25,5.61,0.16,2.53,good
-0.23,0.96,-0.24,3.47,2.65,0.52,good
-0.23,0.97,-0.25,9.28,6.82,-0.11,good
-0.21,0.98,-0.31,3.66,9.34,1.98,good
-0.21,0.97,-0.29,2.35,4.27,0.94,good
-0.23,0.98,-0.29,7.07,13.54,1.65,good
